X,Y,FID,CleverID,StopID,StopName,Timepoint,Direction,Routes_ser,NumberofRo,Latitude,Longitude,Mode,Shelter,Stop_type,On_avwk_FY,Off_avwk_F,On_avwk__1,Off_avwk_1,Ramp_Deplo,On_avwk_CY,Off_avwk_C,On_avwk__2,Off_avwk_2
-79.8685000295732,40.4663999557944,5069,18586,E70261,MT CARMEL RD OPP DOLLMAN RD,NA,Inbound,"79, P17",2,40.4664,-79.8685,Bus,No Shelter,Bus Stop,0.34,0.06,0,0,0,0,1,0,1
-79.9685000295359,40.4565999557655,5070,22481,E70953,BRERETON ST AT #3035,NA,Inbound,54,1,40.4566,-79.9685,Bus,No Shelter,Bus Stop,0.34,1.07,0,1,0,0,2,0,2
-80.0068000295321,40.4768999557624,5071,165,N17860,EAST ST AT MILROY ST,NA,Inbound,12,1,40.4769,-80.0068,Bus,No Shelter,Bus Stop,0.34,2.26,0,2,0.01,0,4,0,4
-79.9596000295673,40.5213999557892,5072,2440,N35830,MT ROYAL BLVD AT GLENN AVE,NA,Outbound,"2, P13",2,40.5214,-79.9596,Bus,No Shelter,Bus Stop,0.34,1.35,0,1,0,0,6,0,6
-79.9739000295078,40.3963999557443,5073,21558,S70518,AGNEW RD AT ALAN ST,NA,Outbound,44,1,40.3964,-79.9739,Bus,No Shelter,Bus Stop,0.34,1.2,0,1,0,0,4,0,4
-79.9209000295395,40.4290999557686,5074,8010,E20060,FORWARD AVE AT SHADY AVE,781,Both,65,1,40.4291,-79.9209,Bus,No Shelter,Bus Stop,0.33,0.1,0,0,0,17,3,17,3
-79.9241000295451,40.4439999557727,5075,7645,E57560,WILKINS AVE OPP MURRAY AVE,NA,Inbound,"67, 69",2,40.444,-79.9241,Bus,No Shelter,Bus Stop,0.33,2.19,0,2,0,8,9,8,9
-79.8963000295457,40.4245999557734,5076,7302,E57165,WHIPPLE ST AT AURELIUS ST,NA,Both,"71, P71",2,40.4246,-79.8963,Bus,No Shelter,Bus Stop,0.33,0.22,0,0,0,6,3,6,3
-79.7484000295783,40.3880999557993,5077,20793,E70828,7TH ST EXT AT TIMBER DR,NA,Inbound,"69, P69",2,40.3881,-79.7484,Bus,No Shelter,Bus Stop,0.33,0.04,0,0,0,5,0,5,0
-79.9109000295546,40.45589995578,5078,17765,E70236,FIFTH AVE RAMP AT FIFTH AVE NS,NA,Outbound,"P10, P17",2,40.4559,-79.9109,Bus,No Shelter,Bus Stop,0.33,2.1,0,2,0.01,4,39,4,39
-79.9251000295547,40.46669995578,5079,9234,E17368,EAST LIBERTY BLVD AT EUCLID AVE,NA,Outbound,89,1,40.4667,-79.9251,Bus,No Shelter,Bus Stop,0.33,1.31,0,1,0,3,5,3,5
-79.7091000296293,40.474699955838,5080,13640,E18980,FIESTA DR OPP RIVIERA DR,NA,Both,P12,1,40.4747,-79.7091,Bus,No Shelter,Bus Stop,0.33,0.39,0,0,0,3,6,3,6
-79.7450000296026,40.4407999558176,5081,13500,E44430,OLD WILLIAM PENN HWY AT GLENWOOD DR,NA,Inbound,"67, P12",2,40.4408,-79.745,Bus,No Shelter,Bus Stop,0.33,0.01,0,0,0,3,0,3,0
-79.9185000295423,40.4334999557706,5082,8363,E51310,SHADY AVE AT DOUGLAS ST,NA,Inbound,74,1,40.4335,-79.9185,Bus,No Shelter,Bus Stop,0.33,-0.01,0,0,0,3,0,3,0
-80.0222000295447,40.5169999557717,5083,845,N14320,CENTER AVE OPP #360,NA,Inbound,8,1,40.517,-80.0222,Bus,No Shelter,Bus Stop,0.33,0.68,0,1,0,3,3,3,3
-79.9300000295544,40.4696999557797,5084,9237,E08050,BLACK ST AT CHISLETT ST,NA,Outbound,89,1,40.4697,-79.93,Bus,No Shelter,Bus Stop,0.33,1.5,0,2,0,2,6,2,6
-80.0042000295294,40.4686999557603,5085,978,N54790,WURZELL AVE AT BURGESS ST,NA,Outbound,11,1,40.4687,-80.0042,Bus,No Shelter,Bus Stop,0.33,0.11,0,0,0,2,1,2,1
-79.9425000295214,40.4039999557548,5086,12144,S01150,SECOND AVE OPP MANSION ST,NA,Outbound,56,1,40.404,-79.9425,Bus,No Shelter,Bus Stop,0.33,2.23,0,2,0.01,2,6,2,6
-79.9863000294822,40.3471999557249,5087,9675,S09150,BROWNSVILLE RD AT STREETS RUN RD FS,NA,Inbound,Y47,1,40.3472,-79.9863,Bus,No Shelter,Bus Stop,0.33,0.11,0,0,0,2,0,2,0
-80.0994000295006,40.4749999557381,5088,3476,W06650,FAIRHAVEN RD OPP KENMAWR PLAZA ENTRANCE,NA,Outbound,"20, 22",2,40.475,-80.0994,Bus,No Shelter,Bus Stop,0.33,7.3,0,7,0.01,2,20,2,20
-80.0603000295116,40.4703999557465,5089,2321,W10320,ISLAND AVE AT BRADLEY ST,NA,Outbound,21,1,40.4704,-80.0603,Bus,No Shelter,Bus Stop,0.33,7.74,0,8,0.03,2,15,2,15
-79.9987000295124,40.4256999557476,5090,6699,X08910,KATHLEEN ST AT CRAIGHEAD ST,NA,Inbound,43,1,40.4257,-79.9987,Bus,No Shelter,Bus Stop,0.33,0.05,0,0,0,2,0,2,0
-79.9432000295573,40.4862999557817,5091,14964,E12350,BUTLER ST OPP #6002,NA,Both,"87, 91",2,40.4863,-79.9432,Bus,No Shelter,Bus Stop,0.33,0.14,0,0,0,1,1,1,1
-79.761700029601,40.4495999558162,5092,14601,E15200,CONNECTING RD AT HAYMAKER RD,NA,Inbound,77,1,40.4496,-79.7617,Bus,No Shelter,Bus Stop,0.33,0.03,0,0,0,1,0,1,0
-79.9252000295636,40.4870999557867,5093,9353,E32415,JANCEY ST AT #1842,NA,Outbound,"75, 87",2,40.4871,-79.9252,Bus,No Shelter,Bus Stop,0.33,0.91,0,1,0,1,5,1,5
-79.8828000295547,40.4348999557802,5094,17335,E70157,SWISSVALE AVE AT COAL ST,703,Outbound,61A,1,40.4349,-79.8828,Bus,No Shelter,Bus Stop,0.33,0.84,0,1,0,1,4,1,4
-79.819600029592,40.4723999558089,5095,19791,E70446,FRANKSTOWN RD OPP MUNICIPAL BLDG,NA,Outbound,"77, P16",2,40.4724,-79.8196,Bus,No Shelter,Bus Stop,0.33,3.96,0,4,0,1,21,1,21
-80.1785000295022,40.5383999557387,5096,1457,N08670,BEAVER ST AT STRAIGHT ST,NA,Outbound,14,1,40.5384,-80.1785,Bus,No Shelter,Bus Stop,0.33,0.6,0,1,0,1,7,1,7
-79.9920000295407,40.4850999557689,5097,2715,N36960,MT TROY RD AT GARDENVIEW DR,NA,Inbound,4,1,40.4851,-79.992,Bus,No Shelter,Bus Stop,0.33,0.03,0,0,0.01,1,0,1,0
-80.0997000295164,40.5110999557499,5098,1439,N39880,OHIO RIVER BLVD AT PENNSYLVANIA AVE,NA,Outbound,14,1,40.5111,-80.0997,Bus,No Shelter,Bus Stop,0.33,1.98,0,2,0,1,8,1,8
-80.0302000295213,40.469699955754,5099,1868,N49471,SHADELAND AVE AT DICKSON ST,NA,Outbound,17,1,40.4697,-80.0302,Bus,No Shelter,Bus Stop,0.33,4.34,0,4,0,1,10,1,10
-79.9973000295103,40.419899955746,5100,20205,S06271,BELTZHOOVER AVE AT CLIMAX ST,NA,Outbound,54,1,40.4199,-79.9973,Bus,No Shelter,Bus Stop,0.33,1.97,0,2,0.02,1,5,1,5
-80.0676000295132,40.4794999557477,5101,2328,W10615,ISLAND AVE OPP #1179,NA,Outbound,21,1,40.4795,-80.0676,Bus,No Shelter,Bus Stop,0.33,1.41,0,1,0.02,1,3,1,3
-80.0518000294979,40.4326999557363,5102,5465,W17080,NOBLESTOWN RD AT #2094,NA,Outbound,31,1,40.4327,-80.0518,Bus,No Shelter,Bus Stop,0.33,0.45,0,0,0,1,8,1,8
-80.0284000294902,40.3974999557307,5103,6289,X20230,WEST LIBERTY AVE AT #2665,NA,Inbound,41,1,40.3975,-80.0284,Bus,No Shelter,Bus Stop,0.33,0.25,0,0,0,1,0,1,0
-79.8369000295933,40.4883999558098,5104,22638,E70977,VERONA RD AT PELONE DR (VERONA ESTATES),NA,Outbound,P78,1,40.4884,-79.8369,Bus,No Shelter,Bus Stop,0.33,0.76,0,1,0,0,2,0,2
-79.9613000294893,40.3446999557305,5105,21590,S70568,LEBANON CHURCH RD AT PLEASANT HILLS BLVD,NA,Outbound,"51, Y47",2,40.3447,-79.9613,Bus,No Shelter,Bus Stop,0.33,0.84,0,1,0.01,0,2,0,2
-79.9352000295328,40.4243999557634,5106,11071,E25337,GREENFIELD AVE AT GRAPHIC ST,NA,Inbound,58,1,40.4244,-79.9352,Bus,No Shelter,Bus Stop,0.32,0.12,0,0,0,11,4,11,4
-80.071900029466,40.3748999557121,5107,18648,X02130,BOWER HILL RD AT HILLAIRE DR FS,NA,Inbound,41,1,40.3749,-80.0719,Bus,No Shelter,Bus Stop,0.32,0.04,0,0,0,11,0,11,0
-80.050700029523,40.4889999557551,5108,1659,N28940,KENDALL AVE AT CRAWFORD AVE,NA,Inbound,19L,1,40.489,-80.0507,Bus,No Shelter,Bus Stop,0.32,0.01,0,0,0,5,0,5,0
-79.8458000295219,40.3322999557559,5109,10261,S46930,WALNUT ST AT 29TH AVE FS,NA,Inbound,60,1,40.3323,-79.8458,Bus,No Shelter,Bus Stop,0.32,0.18,0,0,0,4,1,4,1
-79.9364000295501,40.4647999557764,5110,9255,E02930,AIKEN AVE AT PENN AVE,NA,Outbound,89,1,40.4648,-79.9364,Bus,No Shelter,Bus Stop,0.32,1.88,0,2,0,3,8,3,8
-80.0553000294771,40.3877999557206,5111,20198,X70066,COCHRAN RD AT ARDEN RD,NA,Inbound,38,1,40.3878,-80.0553,Bus,No Shelter,Bus Stop,0.32,0.18,0,0,0,3,0,3,0
-79.9032000295531,40.4465999557789,5112,8472,E29940,HOMEWOOD AVE AT REYNOLDS ST,NA,Outbound,74,1,40.4466,-79.9032,Bus,No Shelter,Bus Stop,0.32,0.21,0,0,0,2,0,2,0
-79.8945000295661,40.4696999557888,5113,8807,E36070,LINCOLN AVE OPP CHURCHLAND ST,NA,Outbound,"82, P17",2,40.4697,-79.8945,Bus,No Shelter,Bus Stop,0.32,7.57,0,8,0.02,2,26,2,26
-79.9105000295533,40.4526999557791,5114,8281,E46180,PENN AVE AT LINDEN AVE,NA,Outbound,71C,1,40.4527,-79.9105,Bus,No Shelter,Bus Stop,0.32,4.05,0,4,0.01,2,20,2,20
-79.9083000295535,40.4514999557792,5115,20763,E70802,PENN AVE AT DALLAS AVE,NA,Outbound,71C,1,40.4515,-79.9083,Bus,No Shelter,Bus Stop,0.32,6.42,0,6,0.02,2,22,2,22
-80.0255000295377,40.5035999557664,5116,571,N43020,PERRY HWY AT I-279 RAMP,NA,Inbound,8,1,40.5036,-80.0255,Bus,Lamar,Bus Stop with Non-PAAC Shelter,0.32,0.04,0,0,0,2,1,2,1
-80.0742000294758,40.3990999557195,5117,5832,W23182,SWALLOW HILL RD AT FOXCROFT RD,NA,Inbound,38,1,40.3991,-80.0742,Bus,No Shelter,Bus Stop,0.32,0.03,0,0,0,2,0,2,0
-80.0740000294709,40.3878999557159,5118,5885,W23189,SWALLOW HILL RD AT NOB HILL APTS,NA,Outbound,38,1,40.3879,-80.074,Bus,No Shelter,Bus Stop,0.32,0.8,0,1,0,2,16,2,16
-79.8995000295512,40.4394999557776,5119,7132,E19850,FORBES AVE OPP BRIARCLIFF RD,NA,Outbound,"61A, 61B",2,40.4395,-79.8995,Bus,No Shelter,Bus Stop,0.32,5.1,0,5,0.02,1,37,1,37
-79.9865000295216,40.4375999557546,5120,7657,E53440,STEVENSON ST AT FORBES AVE,849,Inbound,65,1,40.4376,-79.9865,Bus,No Shelter,Bus Stop,0.32,0.59,0,1,0,1,1,1,1
-79.9281000295364,40.4273999557662,5121,21596,E70895,BEECHWOOD BLVD AT #3735,NA,Outbound,"52L, 53L",2,40.4274,-79.9281,Bus,No Shelter,Bus Stop,0.32,0.74,0,1,0,1,5,1,5
-79.9509000295638,40.5066999557866,5122,2429,N24005,GRANT AVE AT MT HOPE ST,NA,Outbound,"2, P13",2,40.5067,-79.9509,Bus,No Shelter,Bus Stop,0.32,1.75,0,2,0,1,9,1,9
-80.0004000295093,40.4199999557453,5123,7002,S12510,CLIMAX ST AT ESTELLA AVE,NA,Outbound,44,1,40.42,-80.0004,Bus,No Shelter,Bus Stop,0.32,1.4,0,1,0,1,5,1,5
-79.9818000295126,40.4134999557479,5124,11611,S37740,OTTILLA ST AT ST JOSEPH ST,NA,Outbound,44,1,40.4135,-79.9818,Bus,No Shelter,Bus Stop,0.32,14.16,0,14,0.04,1,32,1,32
-80.0535000294961,40.4297999557349,5125,5468,W17130,NOBLESTOWN RD AT #2212,NA,Outbound,31,1,40.4298,-80.0535,Bus,No Shelter,Bus Stop,0.32,2.99,0,3,0.03,1,13,1,13
-79.8469000295804,40.4664999558,5126,19161,E70321,COAL HOLLOW RD AT OLD COAL HOLLOW RD #1,NA,Inbound,P78,1,40.4665,-79.8469,Bus,No Shelter,Bus Stop,0.32,0.04,0,0,0,0,0,0,0
-79.8706000295283,40.3654999557605,5127,11760,S23020,HOMEVILLE RD AT DUQUESNE VILLAGE ENTRANCE #2,NA,Outbound,52L,1,40.3655,-79.8706,Bus,No Shelter,Bus Stop,0.32,0.88,0,1,0,0,3,0,3
-79.9874000294951,40.3775999557346,5128,9649,S24355,HWY RT 51 AT #2850,NA,Outbound,"Y46, Y49",2,40.3776,-79.9874,Bus,No Shelter,Bus Stop,0.32,0.39,0,0,0.01,0,3,0,3
-80.0806000295069,40.4749999557429,5129,3688,W70088,BROADWAY AVE AT 14TH ST,NA,Outbound,24,1,40.475,-80.0806,Bus,No Shelter,Bus Stop,0.32,1.1,0,1,0,0,1,0,1
-80.0785000295096,40.4796999557449,5130,17432,W70044,JEFFERSON DR AT MCCOY RD,NA,Both,22,1,40.4797,-80.0785,Bus,No Shelter,Bus Stop,0.31,0.87,0,1,0.02,No Data,No Data,No Data,No Data
-79.9975000295114,40.4225999557469,5131,6702,X01250,BELTZHOOVER AVE AT EDGEMONT ST,NA,Inbound,43,1,40.4226,-79.9975,Bus,No Shelter,Bus Stop,0.31,0.15,0,0,0,5,1,5,1
-79.9397000295289,40.4189999557604,5132,8511,E07920,BIGELOW ST AT WINTERBURN AVE,NA,Outbound,58,1,40.419,-79.9397,Bus,No Shelter,Bus Stop,0.31,0.89,0,1,0,3,6,3,6
-79.8443000295315,40.3530999557632,5133,9899,S01810,5TH AVE AT PIRL ST,NA,Both,"56, 60",2,40.3531,-79.8443,Bus,No Shelter,Bus Stop,0.31,2.27,0,2,0.01,3,6,3,6
-79.9264000295282,40.40739995576,5134,20887,E32760,JOHNSTON AVE OPP BROADVIEW DR,NA,Both,"57, 93",2,40.4074,-79.9264,Bus,No Shelter,Bus Stop,0.31,1.08,0,1,0,2,3,2,3
-79.9454000295342,40.4351999557644,5135,17527,E44797,PANTHER HOLLOW RD AT PANTHER HOLLOW BRIDGE FS,NA,Both,"58, 65, 93",3,40.4352,-79.9454,Bus,No Shelter,Bus Stop,0.31,1.11,0,1,0,2,4,2,4
-79.8576000295533,40.4127999557794,5136,8048,E10475,BRINTON RD OPP #1584,NA,Inbound,P68,1,40.4128,-79.8576,Bus,No Shelter,Bus Stop,0.31,0.27,0,0,0.01,1,1,1,1
-79.9061000295539,40.4506999557795,5137,7692,E46700,PENN AVE OPP MURTLAND ST,NA,Outbound,"67, 69, 71C",3,40.4507,-79.9061,Bus,No Shelter,Bus Stop,0.31,3.02,0,3,0,1,11,1,11
-80.0408000295244,40.4846999557562,5138,19563,N12685,CALIFORNIA AVE AT BENTON AVE FS,NA,Outbound,13,1,40.4847,-80.0408,Bus,No Shelter,Bus Stop,0.31,1.29,0,1,0,1,6,1,6
-79.9724000295725,40.542799955793,5139,3337,N36100,MT ROYAL BLVD AT ROYAL COURT DR,NA,Inbound,"2, P13",2,40.5428,-79.9724,Bus,No Shelter,Bus Stop,0.31,0.05,0,0,0,1,0,1,0
-80.0061000295077,40.420599955744,5140,6722,S47620,WARRINGTON AVE AT MONTOOTH ST,NA,Outbound,"43, 44",2,40.4206,-80.0061,Bus,No Shelter,Bus Stop,0.31,0.28,0,0,0,1,1,1,1
-80.1001000294986,40.4709999557366,5141,3511,W06630,FAIRHAVEN RD AT #59,NA,Inbound,"20, 22",2,40.471,-80.1001,Bus,No Shelter,Bus Stop,0.31,0,0,0,0,1,0,1,0
-80.1119000294996,40.4821999557372,5142,3452,W08610,HERBST RD AT FOREST GROVE RD,302,Both,20,1,40.4822,-80.1119,Bus,No Shelter,Bus Stop,0.31,0.04,0,0,0.02,1,0,1,0
-80.060800029501,40.4465999557386,5143,4261,W14300,MIDDLETOWN RD AT JUSTINE ST,NA,Outbound,27,1,40.4466,-80.0608,Bus,No Shelter,Bus Stop,0.31,2.56,0,3,0.02,1,8,1,8
-80.217900029481,40.5199999557226,5144,22649,W70177,UNIVERSITY BLVD AT MOON PLAZA,NA,Outbound,21,1,40.52,-80.2179,Bus,No Shelter,Bus Stop,0.31,6.05,0,6,0.02,1,11,1,11
-80.0507000295235,40.4901999557556,5145,1670,N24180,GRANT AVE AT DAVIS AVE,NA,Outbound,19L,1,40.4902,-80.0507,Bus,No Shelter,Bus Stop,0.31,0.36,0,0,0,0,4,0,4
-79.9376000294821,40.3102999557253,5146,20238,S23670,HWY RT 51 AT ELLIOTT RD FS,NA,Outbound,Y46,1,40.3103,-79.9376,Bus,No Shelter,Bus Stop,0.31,0.9,0,1,0,0,1,0,1
-79.921600029491,40.318499955732,5147,20617,S70387,HWY RT 885 OPP WRAY LARGE RD,NA,Outbound,55,1,40.3185,-79.9216,Bus,No Shelter,Bus Stop,0.31,0.17,0,0,0,0,0,0,0
-80.068400029499,40.4478999557371,5148,4157,W01860,BERRY ST AT WINDGAP AVE,NA,Outbound,26,1,40.4479,-80.0684,Bus,No Shelter,Bus Stop,0.31,1.43,0,1,0,0,1,0,1
-80.1488000295028,40.5173999557394,5149,18798,W07870,GRAND AVE AT VON STEIN LN FS,NA,Outbound,21,1,40.5174,-80.1488,Bus,No Shelter,Bus Stop,0.31,0.53,0,1,0,0,3,0,3
-80.0543000294852,40.4055999557267,5150,5744,W08223,GREENTREE RD OPP FOREST DR,NA,Outbound,38,1,40.4056,-80.0543,Bus,No Shelter,Bus Stop,0.31,1.14,0,1,0.14,0,11,0,11
-80.0299000294993,40.4194999557375,5151,19762,X00740,BANKSVILLE RD AT DAYS INN,NA,Outbound,36,1,40.4195,-80.0299,Bus,No Shelter,Bus Stop,0.31,2.13,0,2,0.01,0,3,0,3
-80.0579000294737,40.3820999557181,5152,4754,X02580,BOWER HILL RD OPP LONGRIDGE DR,NA,Outbound,41,1,40.3821,-80.0579,Bus,No Shelter,Bus Stop,0.31,3.46,0,3,0.02,0,9,0,9
-80.009200029509,40.425899955745,5153,6748,X17727,SOUTHERN AVE AT WHITWORTH ST,NA,Outbound,40,1,40.4259,-80.0092,Bus,No Shelter,Bus Stop,0.31,0.97,0,1,0.01,0,3,0,3
-80.1009000295007,40.4761999557381,5154,22560,W70169,PINE HOLLOW RD AT LAB CORP SQUARE,NA,Both,20,1,40.4762,-80.1009,Bus,No Shelter,Bus Stop,0.3,0.43,0,0,0.02,No Data,No Data,No Data,No Data
-79.9800000294902,40.360799955731,5155,9431,S39660,PROSPECT RD AT BAUMAN AVE,NA,Inbound,Y49,1,40.3608,-79.98,Bus,No Shelter,Bus Stop,0.3,0.14,0,0,0.04,5,0,5,0
-80.0052000295103,40.4257999557459,5156,15885,X15600,RUTH ST OPP KATHLEEN ST,NA,Inbound,43,1,40.4258,-80.0052,Bus,No Shelter,Bus Stop,0.3,0.34,0,0,0.01,3,1,3,1
-79.9102000295517,40.4485999557778,5157,7689,E16110,DALLAS AVE AT REYNOLDS ST,20059,Both,"67, 69, 74",3,40.4486,-79.9102,Bus,No Shelter,Bus Stop,0.3,1.8,0,2,0,2,18,2,18
-79.796500029557,40.3753999557828,5158,11139,E36370,LINCOLN HWY OPP FOSTER RD,NA,Inbound,P76,1,40.3754,-79.7965,Bus,No Shelter,Bus Stop,0.3,0.01,0,0,0,2,0,2,0
-79.8848000295615,40.4518999557854,5159,9199,E42880,OAKWOOD ST AT HAMILTON AVE,NA,Outbound,86,1,40.4519,-79.8848,Bus,No Shelter,Bus Stop,0.3,0.82,0,1,0,2,7,2,7
-79.8308000295429,40.3690999557719,5160,20583,S70356,EAST PITTSBURGH-MCKEESPORT BLV AT ORRIS RD,NA,Outbound,55,1,40.3691,-79.8308,Bus,No Shelter,Bus Stop,0.3,0.9,0,1,0,2,2,2,2
-80.0451000295078,40.4502999557438,5161,4139,W03310,CHARTIERS AVE AT CORLISS ST,321,Outbound,26,1,40.4503,-80.0451,Bus,No Shelter,Bus Stop,0.3,2.61,0,3,0.05,2,12,2,12
-80.1095000294929,40.4649999557321,5162,16652,W04670,CLEVER RD OPP PITCHFORK LN,4023,Inbound,24,1,40.465,-80.1095,Bus,No Shelter,Bus Stop,0.3,0.01,0,0,0,2,0,2,0
-80.0888000294589,40.3715999557068,5163,18654,X18575,VANADIUM RD AT GREEN COMMONS DR FS,NA,Inbound,41,1,40.3716,-80.0888,Bus,No Shelter,Bus Stop,0.3,0.01,0,0,0,2,0,2,0
-79.9659000295379,40.4591999557671,5164,2687,E28725,HERRON AVE AT RUTHVEN ST,NA,Outbound,54,1,40.4592,-79.9659,Bus,No Shelter,Bus Stop,0.3,1.21,0,1,0.01,1,2,1,2
-79.8429000296048,40.5189999558184,5165,19179,E70034,ALLEGHENY AVE OPP MARYLAND AVE NS,NA,Outbound,P78,1,40.519,-79.8429,Bus,No Shelter,Bus Stop,0.3,5.72,0,6,0,1,10,1,10
-79.7988000295964,40.4668999558125,5166,19142,E70341,UNIVERSAL RD AT DEERFIELD DR,NA,Inbound,P16,1,40.4669,-79.7988,Bus,No Shelter,Bus Stop,0.3,0,0,0,0,1,0,1,0
-79.8949000295638,40.464799955787,5167,20360,E70744,TILDEN ST AT #7101,NA,Inbound,74,1,40.4648,-79.8949,Bus,No Shelter,Bus Stop,0.3,0.88,0,1,0,1,2,1,2
-80.0116000295381,40.4939999557668,5168,232,N32590,MCKNIGHT RD AT EVERGREEN RD,NA,Outbound,12,1,40.494,-80.0116,Bus,No Shelter,Bus Stop,0.3,1.18,0,1,0,1,1,1,1
-79.8495000295285,40.3499999557608,5169,18194,S17690,EVANS ST AT HOSPITAL DR,NA,Outbound,60,1,40.35,-79.8495,Bus,No Shelter,Bus Stop,0.3,0.5,0,1,0.01,1,3,1,3
-79.9647000295207,40.418999955754,5170,4863,S27050,JOSEPHINE ST OPP #3237,NA,Outbound,48,1,40.419,-79.9647,Bus,No Shelter,Bus Stop,0.3,0.77,0,1,0.05,1,3,1,3
-80.0541000295136,40.4703999557481,5171,18257,W20430,RIVER AVE AT UNDERPASS,NA,Inbound,22,1,40.4704,-80.0541,Bus,No Shelter,Bus Stop,0.3,0.06,0,0,0,1,0,1,0
-80.074100029497,40.4474999557355,5172,4222,W26300,W PROSPECT AVE AT #221 (STEPS),NA,Outbound,27,1,40.4475,-80.0741,Bus,No Shelter,Bus Stop,0.3,0.18,0,0,0,1,0,1,0
-80.0461000294839,40.3964999557259,5173,4561,X10690,MCFARLAND RD OPP HELEN DR FS,NA,Inbound,36,1,40.3965,-80.0461,Bus,Lamar,Bus Stop with Non-PAAC Shelter,0.3,0.04,0,0,0,1,0,1,0
-79.7924000296135,40.5009999558254,5174,19134,E70345,MILLTOWN RD AT NEWFIELD DR,NA,Inbound,P16,1,40.501,-79.7924,Bus,No Shelter,Bus Stop,0.3,0.01,0,0,0,0,0,0,0
-79.8192000295571,40.3927999557827,5175,21241,E70880,GREENSBURG PIKE AT CENTRAL AVE FS,NA,Outbound,59,1,40.3928,-79.8192,Bus,No Shelter,Bus Stop,0.3,1.41,0,1,0,0,2,0,2
-79.9589000295665,40.5189999557886,5176,2438,N36440,MT ROYAL BLVD OPP BRAUN ST,NA,Outbound,"2, P13",2,40.519,-79.9589,Bus,No Shelter,Bus Stop,0.3,0.29,0,0,0,0,0,0,0
-79.8428000295391,40.3693999557689,5177,10992,S14780,DUQUESNE BLVD AT CAMP AVE,NA,Both,"59, 61C, P7",3,40.3694,-79.8428,Bus,No Shelter,Bus Stop,0.3,0.75,0,1,0.01,0,1,0,1
-79.8694000295273,40.3621999557597,5178,11696,S70134,CONLIN ST OPP CAROLINA AVE,NA,Inbound,52L,1,40.3622,-79.8694,Bus,No Shelter,Bus Stop,0.3,0,0,0,0,0,0,0,0
-80.2224000294774,40.5151999557198,5179,22650,W70175,UNIVERSITY BLVD OPP CARNOT RD,22267,Outbound,21,1,40.5152,-80.2224,Bus,No Shelter,Bus Stop,0.3,7.08,0,7,0.14,0,13,0,13
-80.1069000294506,40.3661999557004,5180,5497,W25240,WASHINGTON PIKE OPP MAYER ST,22030,Outbound,"31, 38, G31",3,40.3662,-80.1069,Bus,No Shelter,Bus Stop,0.29,3.77,0,4,0.07,7,22,7,22
-79.9569000295635,40.5106999557864,5181,3359,N35940,MT ROYAL BLVD AT IRENE AVE,NA,Inbound,"2, P13",2,40.5107,-79.9569,Bus,No Shelter,Bus Stop,0.29,0.09,0,0,0,4,0,4,0
-79.9922000294875,40.3637999557289,5182,9705,S39920,PROVOST RD AT BARLIND DR,NA,Inbound,Y47,1,40.3638,-79.9922,Bus,No Shelter,Bus Stop,0.29,0.01,0,0,0,4,0,4,0
-79.937500029532,40.4243999557628,5183,12134,E25362,GREENFIELD AVE AT BLANTON ST STEPS,NA,Outbound,58,1,40.4244,-79.9375,Bus,No Shelter,Bus Stop,0.29,0.36,0,0,0,3,4,3,4
-79.9348000295519,40.4676999557778,5184,9251,E29363,HILLCREST ST AT AIKEN AVE,NA,Outbound,89,1,40.4677,-79.9348,Bus,No Shelter,Bus Stop,0.29,3.94,0,4,0,3,17,3,17
-79.8591000295314,40.3639999557629,5185,11689,S33690,MELLON ST AT VERMONT AVE,NA,Both,"52L, 59",2,40.364,-79.8591,Bus,No Shelter,Bus Stop,0.29,0.3,0,0,0,3,0,3,0
-79.9715000295085,40.3962999557448,5186,21554,S70512,AGNEW RD OPP JOSEPH ST,NA,Inbound,44,1,40.3963,-79.9715,Bus,No Shelter,Bus Stop,0.29,0,0,0,0,3,0,3,0
-80.0490000294798,40.3890999557226,5187,4667,X01660,BEVERLY RD OPP RALSTON PL,NA,Outbound,36,1,40.3891,-80.049,Bus,No Shelter,Bus Stop,0.29,1.61,0,2,0,3,18,3,18
-79.8618000295576,40.4256999557826,5188,7812,E04430,ARDMORE BLVD OPP NEWPORT RD,NA,Outbound,"69, P69, P76",3,40.4257,-79.8618,Bus,No Shelter,Bus Stop,0.29,1.02,0,1,0.01,2,29,2,29
-79.8048000296031,40.4866999558174,5189,14642,E34630,LEECHBURG RD AT COURTNEY DR,NA,Inbound,"77, P16",2,40.4867,-79.8048,Bus,No Shelter,Bus Stop,0.29,0,0,0,0,2,0,2,0
-79.8855000295618,40.4531999557856,5190,9198,E42900,OAKWOOD ST AT KELLY ST,NA,Outbound,86,1,40.4532,-79.8855,Bus,No Shelter,Bus Stop,0.29,0.65,0,1,0,2,6,2,6
-79.8735000295657,40.4529999557886,5191,22519,E70951,EAST HILLS DR AT CALISTOGA PL FS,NA,Outbound,79,1,40.453,-79.8735,Bus,No Shelter,Bus Stop,0.29,0.24,0,0,0,2,1,2,1
-79.98920002954,40.4814999557684,5192,16347,N37120,MT TROY RD AT BAUN RD,NA,Inbound,4,1,40.4815,-79.9892,Bus,No Shelter,Bus Stop,0.29,0.01,0,0,0,2,0,2,0
